tconst,titleType,originalTitle,title,startYear,runtimeMinutes,averageRating,numVotes,Main_genre,Sub_genre_1,Sub_genre_2,Directors,birthYear,deathYear,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5
tt0054407,movie,Le trou,Le trou,1960,131,8.5,15772.0,Thriller,Drama,Crime,Jacques Becker,1906.0,1960.0,Philippe Leroy,Michel Constantin,Jean-Paul Coquelin,Jacqueline Dudilleux,Odette Laeupplée
tt0054632,movie,L'année dernière à Marienbad,L'année dernière à Marienbad,1961,94,7.8,20729.0,Mystery,Drama,,Alain Resnais,1922.0,2014.0,Jasmine Chasney,Pierre Courau,Noelle Gillmor,Éliane Marcus,Charles Merangel
tt0054698,movie,Breakfast at Tiffany's,Diamants sur canapé,1961,115,7.6,168764.0,Romance,Drama,Comedy,Blake Edwards,1922.0,2010.0,Johnny Mercer,Stanley Adams,Roland Anderson,Hubert de Givenchy,Frank Inn
tt0054953,movie,The Guns of Navarone,Les Canons de Navarone,1961,158,7.5,46061.0,Drama,Adventure,Action,J. Lee Thompson,1914.0,2002.0,Jock Easton,Cecil F. Ford,Fred Heather,Olga Lehmann,Raymond Poulton
tt0054997,movie,The Hustler,L'Arnaqueur,1961,134,8.0,75702.0,Sport,Drama,,Robert Rossen,1908.0,1966.0,Paul Newman,Piper Laurie,George C. Scott,Eugen Schüfftan,Kenyon Hopkins
tt0055018,movie,The Innocents,Les Innocents,1961,100,7.8,27453.0,Horror,,,Jack Clayton,1921.0,1995.0,Truman Capote,Jack Clayton,William Archibald,Isla Cameron,Megs Jenkins
tt0055031,movie,Judgment at Nuremberg,Jugement à Nuremberg,1961,179,8.2,70673.0,War,Drama,,Stanley Kramer,1913.0,2001.0,Spencer Tracy,Stanley Kramer,Sam Bagley,Clem Beauchamp,Sayre Dearing
tt0055032,movie,Jules et Jim,Jules et Jim,1962,105,7.8,38268.0,Romance,Drama,,François Truffaut,1932.0,1984.0,Marie Dubois,Sabine Haudepin,Jeanne Moreau,Kate Noelle,Henri-Pierre Roché
tt0055184,movie,The Misfits,Les misfits,1961,125,7.2,17518.0,Western,Romance,Drama,John Huston,1906.0,1987.0,Arthur Miller,Edward Parone,Arthur Miller,Edward Parone,Frank La Rue
tt0055256,movie,"One, Two, Three","Un, deux, trois",1961,104,7.9,19730.0,Comedy,,,Billy Wilder,1906.0,2002.0,Horst Buchholz,Daniel L. Fapp,Leon Askin,Loïs Bolton,William A. Calihan Jr.
tt0055277,movie,The Parent Trap,La fiancée de Papa,1961,129,7.1,19297.0,Romance,Family,Comedy,David Swift,1919.0,2001.0,Gertrude Casey,Nancy Kulp,Ruth McDevitt,Una Merkel,Cathleen Nesbitt
tt0055471,movie,Splendor in the Grass,La fièvre dans le sang,1961,124,7.8,18037.0,Romance,Drama,,Elia Kazan,1909.0,2003.0,Natalie Wood,Martine Bartlett,Natalie Wood,Martine Bartlett,Audrey Christie
tt0055499,movie,Såsom i en spegel,À travers le miroir,1961,90,8.0,23289.0,Drama,,,Ingmar Bergman,1918.0,2007.0,Harriet Andersson,Lenn Hjortzberg,Harriet Andersson,Lenn Hjortzberg,Staffan Dalin
tt0055572,movie,Une femme est une femme,Une femme est une femme,1961,85,7.5,15777.0,Romance,Drama,Comedy,Jean-Luc Godard,1930.0,0.0,Georges de Beauregard,Georges de Beauregard,Jean-Claude Brialy,Lila Herman,
tt0055601,movie,Viridiana,Viridiana,1961,90,8.1,22636.0,Drama,,,Luis Buñuel,1900.0,1983.0,José Calvo,Luis Heredia,María Isbert,Gustavo Pittaluga,Francisco Rabal
tt0055614,movie,West Side Story,West Side Story,1961,153,7.5,98210.0,Musical,Drama,Crime,,,,Rita Moreno,Margaret Banks,David Bean,Marshall M. Borden,Richard Carruth
tt0055630,movie,Yojinbo,Le garde du corps,1961,110,8.2,113047.0,Thriller,Drama,Action,Akira Kurosawa,1910.0,1998.0,Toshirô Mifune,Hideyo Amamoto,Kamatari Fujiwara,Ichirô Nakatani,Noriko Honma
tt0055798,movie,Birdman of Alcatraz,Le prisonnier d'Alcatraz,1962,147,7.8,16318.0,Drama,Crime,Biography,,,,Thomas E. Gaddis,Stuart Millar,Thomas E. Gaddis,Stuart Millar,John Burnside
tt0055824,movie,Cape Fear,Les nerfs à vif,1962,106,7.7,26743.0,Thriller,Drama,,J. Lee Thompson,1914.0,2002.0,Herb Armstrong,Oliver Emert,Corson Jowett,Paul Levitt,Lori Martin
tt0055852,movie,Cléo de 5 à 7,Cléo de cinq à sept,1962,90,7.9,18120.0,Music,Drama,Comedy,Agnès Varda,1928.0,2019.0,Paul Bonis,Aurore Chabrol,Pascale Laverrière,Alain Levent,Robert Postec
tt0055928,movie,Dr. No,James Bond 007 contre docteur No,1962,110,7.2,151943.0,Thriller,Adventure,Action,Terence Young,1915.0,1994.0,Sean Connery,Ursula Andress,Trevor Bond,Dolores Keator,Berkely Mather
tt0056058,movie,Seppuku,Harakiri,1962,133,8.6,44227.0,Mystery,Drama,Action,Masaki Kobayashi,1916.0,1996.0,Yoshirô Aoki,Shinobu Hashimoto,Shôtarô Hayashi,Tatsuo Hosoya,Hisashi Igawa
tt0056085,movie,How the West Was Won,La conquête de l'Ouest,1962,164,7.1,19012.0,Western,,,,,,Beulah Archuletta,Brigid Bazlen,Addison Hehr,Jerry Holmes,Harold F. Kress
tt0056111,movie,Ivanovo detstvo,L'enfance d'Ivan,1962,95,8.1,32456.0,War,Drama,,,,,Emin Khachaturyan,Nikolay Grinko,Vyacheslav Ovchinnikov,Vadim Yusov,Emin Khachaturyan
tt0056172,movie,Lawrence of Arabia,Lawrence d'Arabie,1962,228,8.3,271459.0,Drama,Biography,Adventure,David Lean,1908.0,1991.0,Robert Bolt,Adrian Boult,John Box,Peter Carey,Anne V. Coates
tt0056193,movie,Lolita,Lolita,1962,153,7.6,94094.0,Romance,Drama,Crime,Stanley Kubrick,1928.0,1999.0,H.L. Bird,Jean Collins,Pamela Davies,René Dupont,Gil Grau
tt0056197,movie,The Longest Day,The D. Day,1962,178,7.8,52539.0,History,Drama,Action,,,,Fabian,Jean-Louis Barrault,Samuel E. Beetley,Jean Bourgoin,Bernard Farrel
tt0056217,movie,The Man Who Shot Liberty Valance,L'homme qui tua Liberty Valance,1962,123,8.1,69733.0,Western,Drama,,John Ford,1894.0,1973.0,John Wayne,Lee Van Cleef,Charles Akins,Oscar Blank,Willis Bouchey
tt0056218,movie,The Manchurian Candidate,Un crime dans la tête,1962,126,7.9,71748.0,Thriller,Drama,,John Frankenheimer,1930.0,2002.0,Morris Brown,Khigh Dhiegh,James Edwards,Del Harris,Buddy Myers
tt0056241,movie,The Miracle Worker,Miracle en Alabama,1962,106,8.1,16203.0,Drama,Biography,,Arthur Penn,1922.0,2010.0,Herman Buchman,Kathleen Comegys,Jack Horton,Maggie James,Emil Kolisch
tt0056262,movie,The Music Man,Le marchand de fanfares,1962,151,7.7,16098.0,Musical,Family,Comedy,Morton DaCosta,1914.0,1989.0,Russell Custer,Morton DaCosta,Paul Groesse,Russell Llewellyn,Peggy Mondo
tt0056264,movie,Mutiny on the Bounty,Les Révoltés du Bounty,1962,178,7.3,15124.0,History,Drama,Adventure,,,,Bronislau Kaper,Eddie Byrne,Chips Rafferty,Paul Francis Webster,Bronislau Kaper
tt0056291,movie,Nóz w wodzie,Le couteau dans l'eau,1962,94,7.5,20404.0,Thriller,Drama,,Roman Polanski,1933.0,0.0,Krzysztof Komeda,Boleslaw Kamykowski,Jerzy Lipman,Leon Niemczyk,Zdzislaw Papierz
tt0056443,movie,Tsubaki Sanjuro,Sanjuro,1962,96,8.1,33711.0,Crime,Comedy,Action,Akira Kurosawa,1910.0,1998.0,Tatsuhiko Namisato,Yûnosuke Itô,Akira Kubo,Kenzô Matsui,Shin Ôtomo
tt0056592,movie,To Kill a Mockingbird,Du silence et des ombres...,1962,129,8.2,296574.0,Drama,Crime,,Robert Mulligan,1925.0,2008.0,Alan J. Pakula,John Barton,John Breen,Henry Bumstead,Stephen Frankfurt
tt0056663,movie,Vivre sa vie: Film en douze tableaux,Vivre sa vie,1962,80,8.0,28700.0,Drama,,,Jean-Luc Godard,1930.0,0.0,Jean-François Adam,Charles L. Bitsch,Fernand Coquet,Pierre Durin,Roger Fleytoux
tt0056687,movie,What Ever Happened to Baby Jane?,Qu'est-il arrivé à Baby Jane?,1962,134,8.1,50863.0,Thriller,Horror,Drama,Robert Aldrich,1918.0,1983.0,Bette Davis,Frank De Vol,Marjorie Bennett,Bert Freed,Robert Gary
tt0056732,movie,El ángel exterminador,L'ange exterminateur,1962,95,8.1,30166.0,Fantasy,Drama,,Luis Buñuel,1900.0,1983.0,Luis Buñuel,Raúl Lavista,Augusto Benedico,David Hayat,Abraham Cruz
tt0056736,movie,L'eclisse,L'éclipse,1962,126,7.9,17937.0,Romance,Drama,,Michelangelo Antonioni,1912.0,2007.0,Elio Bartolini,Dino Di Salvo,Franco Freda,Raymond Hakim,Ottiero Ottieri
tt0056801,movie,8½,8½,1963,138,8.0,110254.0,Drama,,,Federico Fellini,1920.0,1993.0,Marcello Mastroianni,Nino Rota,Anouk Aimée,Vito Anzalone,Alberto Bartolomei
tt0056869,movie,The Birds,Les Oiseaux,1963,119,7.7,173669.0,Mystery,Horror,Drama,Alfred Hitchcock,1899.0,1980.0,Tippi Hedren,Richard Deacon,Ethel Griffies,Charles McGraw,Bill Quinn
tt0056923,movie,Charade,Charade,1963,113,7.9,70096.0,Romance,Mystery,Comedy,Stanley Donen,1924.0,2019.0,Audrey Hepburn,Georges Billy,Paul Bonifas,Auguste Capelier,Jean d'Eaubonne
tt0056937,movie,Cleopatra,Cléopâtre,1963,192,7.0,29945.0,History,Drama,Biography,Joseph L. Mankiewicz,1909.0,1993.0,Jack Martin Smith,Grégoire Aslan,James Corcoran,Alberto De Rossi,Leonard Doss
tt0057012,movie,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !,1964,95,8.4,455616.0,Comedy,,,Stanley Kubrick,1928.0,1999.0,Sterling Hayden,Laurie Johnson,Richard Bird,Clifton Brandon,Peter Bull
tt0057076,movie,From Russia with Love,Bons baisers de Russie,1963,115,7.4,121963.0,Thriller,Adventure,Action,Terence Young,1915.0,1994.0,Pedro Armendáriz,Martine Beswick,David C. Anderson,Wally Armitage,Nusret Ataer
tt0057091,movie,Il gattopardo,Le Guépard,1963,186,8.0,23525.0,History,Drama,,Luchino Visconti,1906.0,1976.0,Giorgio Adriani,Maria Angelini,Anna Maria Bottini,Bice Brichetto,Albino Cocco
tt0057115,movie,The Great Escape,La Grande Évasion,1963,172,8.2,227408.0,History,Drama,Adventure,John Sturges,1910.0,1992.0,Charles Bronson,Donald Pleasence,Frank Agnone,Arthur Atkinson,Ulrich Beiger
tt0057129,movie,The Haunting,La maison du diable,1963,112,7.5,35321.0,Horror,,,Robert Wise,1914.0,2005.0,Maude Churchill,Irene Howard,John Jarvis,Richard Johnson,Joan Johnstone
tt0057163,movie,Hud,Le plus sauvage d'entre tous,1963,112,7.8,19936.0,Western,Drama,,Martin Ritt,1914.0,1990.0,Brandon De Wilde,Melvyn Douglas,Patricia Neal,Brandon De Wilde,Melvyn Douglas
tt0057187,movie,Irma la Douce,Irma la Douce,1963,147,7.4,17584.0,Romance,Comedy,,Billy Wilder,1906.0,2002.0,Maurice Barnathan,Herman Belmonte,Herschel Bernardi,Irene Caine,David Heneker
tt0057193,movie,It's a Mad Mad Mad Mad World,"Un monde fou, fou, fou, fou",1963,210,7.5,38339.0,Comedy,Adventure,Action,Stanley Kramer,1913.0,2001.0,Jim Backus,Edward Everett Horton,Buddy Hackett,Ernest Gold,Gordon Armitage
tt0057197,movie,Jason and the Argonauts,Jason et les Argonautes,1963,104,7.3,25146.0,Family,Adventure,Action,Don Chaffey,1917.0,1990.0,Dennis Bertera,Don Chaffey,Wilkie Cooper,Harry Gillam,Red Law
tt0057261,movie,Lord of the Flies,Sa majesté des mouches,1963,92,6.9,17775.0,Thriller,Drama,Adventure,Peter Brook,1925.0,0.0,M.J. Bogdanowicz,Terry Fay,Sheila More,Lydia Rodriguez,M.J. Bogdanowicz
tt0057345,movie,Le mépris,Le mépris,1963,103,7.6,29393.0,Romance,Drama,,Jean-Luc Godard,1930.0,0.0,Fritz Lang,Jack Palance,Cristo Verrillo,Fritz Lang,Jack Palance
tt0057358,movie,Nattvardsgästerna,Les communiants,1963,81,8.1,22674.0,Drama,,,Ingmar Bergman,1918.0,2007.0,Lars-Olof Andersson,Lars-Olof Andersson,Stefan Larsson,,
tt0057372,movie,The Nutty Professor,Docteur Jerry et Mister Love,1963,107,6.7,15734.0,Sci-Fi,Romance,Comedy,Jerry Lewis,1926.0,2017.0,Stella Stevens,Ralph Axness,Ernest D. Glucksman,Buddy Lester,Martin Pendleton
tt0057413,movie,The Pink Panther,La panthère rose,1963,115,7.1,48975.0,Romance,Crime,Comedy,Blake Edwards,1922.0,2010.0,Philip H. Lathrop,Reg Allen,Riccardo Billi,Colin Gordon,Betty A. Griffin
tt0057427,movie,Le procès,Le procès,1962,119,7.8,19801.0,Thriller,Mystery,Drama,Orson Welles,1915.0,1985.0,Alexander Alexeieff,Raoul Delfosse,Louis Dor,Arnoldo Foà,Jess Hahn
tt0057565,movie,Tengoku to jigoku,Entre le ciel et l'enfer,1963,143,8.4,36038.0,Mystery,Drama,Crime,Akira Kurosawa,1910.0,1998.0,Masanobu Deme,Susumu Fujita,Kazutami Hara,Ichirô Inohara,Minoru Itô
tt0057611,movie,Tystnaden,Le silence,1963,96,7.9,18258.0,Drama,,,Ingmar Bergman,1918.0,2007.0,Stig Flodin,Rolf Holmquist,Lars-Erik Liedholm,Gunnel Lindblom,Tage Sjöborg
tt0057831,movie,Alexis Zorbas,Zorba le grec,1964,142,7.7,20968.0,Drama,Comedy,,Michael Cacoyannis,1922.0,2011.0,Walter Lassally,Michael Cacoyannis,Vassilis Mariolis,Anis Nohra,Walter Lassally
tt0057869,movie,Bande à part,Bande à part,1964,95,7.7,23101.0,Drama,Crime,Comedy,Jean-Luc Godard,1930.0,0.0,Dolores Hitchens,Hélène Kalougine,Bernard Largemains,Jean-Paul Savignac,Maurice Urbain
tt0058083,movie,Fail Safe,Point limite,1964,112,8.0,20186.0,War,Thriller,Drama,Sidney Lumet,1924.0,2011.0,Nancy Berg,Sorrell Booke,Bill Herman,Hildy Parks,Janet Ward
tt0058150,movie,Goldfinger,Goldfinger,1964,110,7.7,175936.0,Thriller,Adventure,Action,Guy Hamilton,1922.0,2016.0,Honor Blackman,Gerry Duggan,Elsa Fennell,Frank George,Cec Linder
tt0058182,movie,A Hard Day's Night,Quatre garçons dans le vent,1964,87,7.6,40741.0,Musical,Comedy,,Richard Lester,1932.0,0.0,Wilfrid Brambell,Rita Davison,Robert Freeman,Deryck Guyler,George Harrison
tt0058279,movie,Kaidan,Kwaidan,1964,183,8.0,15729.0,Horror,Fantasy,Drama,Masaki Kobayashi,1916.0,1996.0,Yuriko Abe,Akira Aomatsu,Yoichi Hayashi,Akira Suzuki,Yasuhiro Yoshioka
tt0058329,movie,Marnie,Pas de printemps pour Marnie,1964,130,7.2,45849.0,Mystery,Drama,Crime,Alfred Hitchcock,1899.0,1980.0,Robert Dawn,George Milo,Howard Smit,Lois Thurman,Waldon O. Watson
tt0058331,movie,Mary Poppins,Mary Poppins,1964,139,7.8,159677.0,Fantasy,Family,Comedy,Robert Stevenson,1905.0,1986.0,Dick Van Dyke,Hermione Baddeley,Edward Colman,Don DaGradi,Karen Dotrice
tt0058385,movie,My Fair Lady,My Fair Lady,1964,170,7.8,87783.0,Musical,Family,Drama,George Cukor,1899.0,1983.0,Rex Harrison,Harry Stradling Sr.,Frank Flanagan,George James Hopkins,Alan Jay Lerner
tt0058430,movie,Onibaba,Onibaba : Les Tueuses,1964,103,8.0,16739.0,Horror,Drama,,Kaneto Shindô,1912.0,2012.0,Hosui Araya,Tamotsu Minato,Hosui Araya,Tamotsu Minato,Hisao Itoya
tt0058450,movie,Les parapluies de Cherbourg,Les parapluies de Cherbourg,1964,91,7.8,24261.0,Romance,Musical,Drama,Jacques Demy,1931.0,1990.0,Georges Blaness,Dorothée Blanck,Mag Bodard,Pierre Caden,Charles Chieusse
tt0058461,movie,Per un pugno di dollari,Pour une poignée de dollars,1964,99,8.0,200533.0,Western,Drama,Action,Sergio Leone,1929.0,1989.0,Sergio Leone,Dolores Clavel,Arrigo Colombo,Giovanni Corridori,Marianne Koch
tt0058586,movie,A Shot in the Dark,Quand l'inspecteur s'emmêle,1964,102,7.5,26221.0,Mystery,Comedy,,Blake Edwards,1922.0,2010.0,Austin Dempster,Margaret Furse,Howard Greene,John Herrington,Denis Johnson
tt0058625,movie,Suna no onna,La Femme du sable,1964,147,8.5,17795.0,Thriller,Drama,,Hiroshi Teshigahara,1927.0,2001.0,Hiroshi Teshigahara,Masao Yamazaki,Sen Yano,Hiroshi Teshigahara,Masao Yamazaki
tt0058700,movie,The Last Man on Earth,Je suis une légende,1964,86,6.9,17953.0,Sci-Fi,Horror,Drama,,,,Alfonso D'Artega,Angiolina Menichelli,Ettore Ribotta,Gene Ruggiero,Vico Vaccaro
tt0058777,movie,Zulu,Zoulou,1964,138,7.7,36473.0,War,History,Drama,Cy Endfield,1914.0,1995.0,Tommy Bacon,Stanley Baker,Ivor Emmanuel,Dick Frift,Nigel Green
tt0058888,movie,Akahige,Barberousse,1965,185,8.4,17104.0,Drama,,,Akira Kurosawa,1910.0,1998.0,Yûzô Kayama,Hiromitsu Mori,Akemi Negishi,Yûzô Kayama,Hiromitsu Mori
tt0058898,movie,"Alphaville, une étrange aventure de Lemmy Caution",Alphaville,1965,99,7.1,23327.0,Sci-Fi,Mystery,Drama,Jean-Luc Godard,1930.0,0.0,Paul Misraki,,,,
tt0058946,movie,La battaglia di Algeri,La bataille d'Alger,1966,121,8.1,54122.0,War,Drama,,Gillo Pontecorvo,1919.0,2006.0,Mario Serandrei,Jean Martin,Mario Serandrei,Jean Martin,Margherita Autuori
tt0058947,movie,Battle of the Bulge,La Bataille des Ardennes,1965,167,6.8,15068.0,War,History,Drama,Ken Annakin,1914.0,2009.0,William Boone,Sebastian Cavalieri,Paul Eslheman,Jack Gaskins,Kurt Hernfeld
tt0059037,movie,The Cincinnati Kid,Le Kid de Cincinnati,1965,102,7.3,15389.0,Drama,,,Norman Jewison,1926.0,0.0,Joan Blondell,Émile Genest,Virginia Harrison,Paul Ravel,Milton Selzer
tt0059113,movie,Doctor Zhivago,Le docteur Jivago,1965,197,8.0,70754.0,War,Romance,Drama,David Lean,1908.0,1991.0,Freddie Young,Fred Bennett,Erik Chitty,Tom Courtenay,Paddy Cunningham
tt0059183,movie,The Flight of the Phoenix,Le vol du Phénix,1965,142,7.5,19017.0,Drama,Adventure,,Robert Aldrich,1918.0,1983.0,Peter Bravos,Alan Callow,Barrie Chase,Alex Montoya,William F. Sheehan
tt0059243,movie,The Great Race,La grande course autour du monde,1965,160,7.3,16365.0,Comedy,Adventure,Action,Blake Edwards,1922.0,2010.0,Sugar Blymyer,James B. Gordon,George Macready,Mickey McCardle,M.A. Merrick
tt0059260,movie,Help!,Au secours !,1965,92,7.2,17392.0,Musical,Comedy,Adventure,Richard Lester,1932.0,0.0,Jack Atcheler,John Bluthal,Marie-Lise,Walter Shenson,Barrie Vince
tt0059578,movie,Per qualche dollaro in più,...et pour quelques dollars de plus,1965,132,8.2,235854.0,Western,,,Sergio Leone,1929.0,1989.0,Amedeo Alessi,Roberto Camardiel,Nino Culasso,Carlo Leva,Panos Papadopulos
tt0059592,movie,Pierrot le Fou,Pierrot le fou,1965,110,7.6,30185.0,Romance,Drama,Crime,Jean-Luc Godard,1930.0,0.0,Jean-Luc Godard,Françoise Collin,René Levert,Georges Pierre,Roger Scipion
tt0059646,movie,Repulsion,Répulsion,1965,105,7.7,49484.0,Thriller,Horror,Drama,Roman Polanski,1933.0,0.0,Gérard Brach,Stephen Dalby,Renee Houston,Monica Merlin,Tom Priestley
tt0059742,movie,The Sound of Music,La mélodie du bonheur,1965,172,8.0,209745.0,Family,Drama,Biography,Robert Wise,1914.0,2005.0,Ted D. McCord,Saul Chaplin,Charmian Carr,Duane Chase,Russel Crouse
tt0059749,movie,The Spy Who Came In from the Cold,L'espion qui venait du froid,1965,112,7.6,15436.0,Thriller,Drama,,Martin Ritt,1914.0,1990.0,Richard Burton,Anne Blake,Tambi Larsen,Josie MacAvin,Edward Marshall
tt0059800,movie,Thunderball,Opération Tonnerre,1965,130,7.0,108411.0,Thriller,Adventure,Action,Terence Young,1915.0,1994.0,Claudine Auger,Reginald Beckwith,Earl Cameron,Adolfo Celi,William Creighton
tt0060107,movie,Andrey Rublev,Andreï Roublev,1966,205,8.1,48129.0,History,Drama,Biography,Andrei Tarkovsky,1932.0,1986.0,Andrei Tarkovsky,Maksut Alyautdinov,Evgeniy Chernyaev,Igor Donskoy,Nikolay Glazkov
tt0060138,movie,Au hasard Balthazar,Au hasard Balthazar,1966,95,7.9,18429.0,Drama,,,Robert Bresson,1901.0,1999.0,Antoine Archimbaud,Jean Catala,Michel Choquet,Walter Green,Pierre Klossowski
tt0060153,movie,Batman: The Movie,Batman,1966,105,6.5,30034.0,Crime,Comedy,Adventure,Leslie H. Martinson,1915.0,2016.0,Jack A. Marta,Dick Crockett,Walter Douglas,Charles B. Fitzsimons,Milton Frome
tt0060176,movie,Blowup,Blow-Up,1966,111,7.6,57379.0,Thriller,Mystery,Drama,Michelangelo Antonioni,1912.0,2007.0,Chris Dreja,Piers Haggard,The Lovin' Spoonful,John Sebastian,Bruce Sharman
tt0060196,movie,"Il buono, il brutto, il cattivo","Le Bon, la brute et le truand",1966,161,8.8,697249.0,Western,,,Sergio Leone,1929.0,1989.0,Eros Bacciucchi,John Bartha,Mario Brega,Antonio Casale,Fabrizio Gianni
tt0060315,movie,Django,Django,1966,91,7.2,25273.0,Western,Action,,Sergio Corbucci,1926.0,1990.0,Enzo Barboni,Rafael Albaicín,Manolo Bolognini,Francesco Bronzi,José Bódalo
tt0060390,movie,Fahrenheit 451,Fahrenheit 451,1966,112,7.2,41501.0,Sci-Fi,Drama,,François Truffaut,1932.0,1984.0,Julie Christie,Bryan Coates,Judith Drinan,Joyce James,Helen Scott
tt0060474,movie,La grande vadrouille,La grande vadrouille,1966,132,8.0,16330.0,War,Comedy,Adventure,Gérard Oury,1919.0,2006.0,Jean André,Pierre Bastien,Pierre Saint-Blancat,Bourvil,Colette Brosset
tt0060522,movie,How to Steal a Million,Comment voler un million de dollars,1966,123,7.6,25254.0,Romance,Crime,Comedy,William Wyler,1902.0,1981.0,Bert Bertram,George Bradshaw,Grazia De Rossi,William Kaplan,Edward Malin
tt0060665,movie,A Man for All Seasons,Un homme pour l'éternité,1966,120,7.7,31892.0,History,Drama,Biography,Fred Zinnemann,1907.0,1997.0,Robert Shaw,Fred Zinnemann,Philip Brack,Joan Bridge,William N. Graf
tt0060827,movie,Persona,Persona,1966,85,8.1,105647.0,Thriller,Drama,,Ingmar Bergman,1918.0,2007.0,Anders Bodin,Lennart Engholm,Lars Johnsson,Lars Johan Werle,Anders Bodin
tt0060955,movie,Seconds,Opération diabolique,1966,106,7.7,16863.0,Thriller,Sci-Fi,,John Frankenheimer,1930.0,2002.0,David Ely,Dodie Heath,Jack Petty,Mark Reedall,Frances Reid
tt0061107,movie,Torn Curtain,Le rideau déchiré,1966,128,6.7,25041.0,Thriller,Romance,Drama,Alfred Hitchcock,1899.0,1980.0,Donald Baer,Donald A. Baer,Heinz Brinkmann,Ludwig Donath,Gisela Fischer
tt0061184,movie,Who's Afraid of Virginia Woolf?,Qui a peur de Virginia Woolf?,1966,131,8.0,69687.0,Drama,,,Mike Nichols,1931.0,2014.0,Richard Burton,Frank Flanagan,Sam O'Steen,Irene Sharaff,Richard Barr
tt0061385,movie,Barefoot in the Park,Pieds nus dans le parc,1967,106,7.0,17392.0,Romance,Comedy,,Gene Saks,1921.0,2015.0,Howard Grace,Ted Hartley,Mildred Natwick,Howard Grace,Ted Hartley
tt0061395,movie,Belle de jour,Belle de jour,1967,100,7.7,40899.0,Romance,Drama,,Luis Buñuel,1900.0,1983.0,Catherine Deneuve,Henri Baum,Claude Cerval,Robert Clavel,Robert Demollière
tt0061418,movie,Bonnie and Clyde,Bonnie et Clyde,1967,111,7.8,103753.0,Crime,Biography,Action,Arthur Penn,1922.0,2010.0,Norma Brown,Burnett Guffey,Charles Henderson,Robert Jiras,Danny Lee
tt0061452,movie,Casino Royale,Casino Royale,1967,131,5.1,27712.0,Comedy,,,,,,Jacqueline Bisset,Jack Hildyard,David Berglas,Ronnie Corbett,Frances Cosslett
tt0061512,movie,Cool Hand Luke,Luke la main froide,1967,127,8.1,164037.0,Drama,Crime,,Stuart Rosenberg,1927.0,2007.0,Strother Martin,Marc Cavell,Robert Drivas,Clifton James,Buck Kartalian
tt0061578,movie,The Dirty Dozen,Les douze salopards,1967,150,7.7,67818.0,War,Adventure,Action,Robert Aldrich,1918.0,1983.0,Stuart Cooper,Edward Scaife,Bert Batt,Walter Blake,Ben Carruthers
tt0061619,movie,El Dorado,El Dorado,1966,126,7.6,24699.0,Western,Romance,Drama,Howard Hawks,1896.0,1977.0,Michele Carey,Robert Donner,Michele Carey,Robert Donner,R.G. Armstrong
tt0061655,movie,Dance of the Vampires,Le bal des vampires,1967,108,7.2,29868.0,Horror,Comedy,,Roman Polanski,1933.0,0.0,Fiona Lewis,George Stephenson,Roy Stevens,John Sutro,Matthew Walters
